hujan_mm,irigasi_mm,irigasi_pl_mm,etc_mm,perkolasi_mm,limpasan_mm,wlr_mm,masuk_mm,keluar_mm,tma_rata,tma_min,hari_kering,hari_diairi,hari_limpas,di,rezim,bulan,tahun_tanam
148.10000000000002,839.0049617102108,284.7760124923026,525.4859786594615,280.0,3.626195331014916,100.0,987.1049617102108,809.1121739904764,7.215154543641959,-3.878951428029474,10,105,1,DI Citameng I,FL,6,2015
825.3999999999999,357.80997063978396,167.810396981756,456.85579460130486,280.0,230.77596952268593,100.0,1183.209970639784,967.6317641239908,19.853839648285156,0.04664105766429483,0,60,21,DI Citameng I,FL,6,2016
180.3,775.0102929063052,296.001565521598,501.66477721862503,280.0,0.0,100.0,955.3102929063052,781.664777218625,9.352766216410377,-3.567458976482282,11,98,0,DI Citameng I,FL,6,2017
110.69999999999999,870.4316419408619,308.14058495440526,529.570282628797,280.0,0.0,100.0,981.131641940862,809.570282628797,7.346119338050542,-4.875253011767072,10,103,0,DI Citameng I,FL,6,2018
98.8,905.6002714688252,273.4713393300611,553.78918369683,280.0,0.0,100.0,1004.4002714688252,833.78918369683,6.798855028917559,-6.7770361927055704,12,108,0,DI Citameng I,FL,6,2019
483.0,511.87763124023604,192.15222953105672,485.68537289580297,280.0,46.40033869813672,100.0,994.877631240236,812.0857115939397,17.725696777344243,-5.413799653627703,10,77,7,DI Citameng I,FL,6,2020
651.2,497.0751784332158,238.8365644734718,484.50369667967414,280.0,204.5584083241049,100.0,1148.2751784332158,969.062105003779,19.55020592167683,-4.8867883487600245,11,72,17,DI Citameng I,FL,6,2021
517.2,471.12637064740034,237.13694252011308,488.9182999397778,280.0,30.40363878575173,100.0,988.3263706474004,799.3219387255295,19.7186923862385,-5.72125134115508,5,73,4,DI Citameng I,FL,6,2022
325.29999999999995,728.3848862912176,237.6129067717644,524.0700846652682,280.0,70.25665468345562,100.0,1053.6848862912175,874.3267393487238,10.939841401296013,-3.8296199640341175,11,91,11,DI Citameng I,FL,6,2023
319.1,706.4825815011939,281.42937259623443,539.5219148513656,280.0,39.27904513562808,100.0,1025.582581501194,858.8009599869937,11.804554375479729,-6.092368247341718,7,91,7,DI Citameng I,FL,6,2024
148.10000000000002,686.7570101277564,284.7760124923026,507.5404577846075,159.35999999999999,3.626195331014916,0.0,834.8570101277564,670.5266531156225,-9.697385728588324,-33.551634677266286,85,44,1,DI Citameng I,SRI,6,2015
825.3999999999999,222.9987236672842,167.810396981756,441.23717591805286,175.2,225.550052838837,0.0,1048.398723667284,841.9872287568899,5.709921012015231,-23.193843295667044,46,26,20,DI Citameng I,SRI,6,2016
180.3,629.8847062282971,296.001565521598,485.01761984963196,158.88,0.0,0.0,810.184706228297,643.897619849632,-9.101970271760145,-35.09164413934633,83,42,0,DI Citameng I,SRI,6,2017
110.69999999999999,708.3213570600568,308.14058495440526,511.7272777968813,159.35999999999996,0.0,0.0,819.0213570600567,671.0872777968813,-9.01429768107759,-32.5039522171525,82,46,0,DI Citameng I,SRI,6,2018
